"mgs" "delta" "fdr" "association" "spps" "direction" "name"
"Matsuda.lm.13" "MGS.igc0679" -0.12 0.00565451944935831 "Matsuda" "Bacteria sp." "Negative" "MGS.igc0679:Bacteria sp."
"Matsuda.lm.14" "MGS.igc0694" -0.754838709677419 0.012779496543541 "Matsuda" "Unknown sp." "Negative" "MGS.igc0694:Unknown sp."
"Matsuda.lm.15" "MGS.igc0696" -0.367741935483871 0.0266163116081846 "Matsuda" "Clostridia sp." "Negative" "MGS.igc0696:Clostridia sp."
"Matsuda.lm.16" "MGS.igc0705" -0.326451612903226 0.0182646332848758 "Matsuda" "Clostridiales sp." "Negative" "MGS.igc0705:Clostridiales sp."
"Matsuda.lm.17" "MGS.igc0706" -0.726451612903226 0.0683154969059275 "Matsuda" "Clostridia sp." "Negative" "MGS.igc0706:Clostridia sp."
"Matsuda.lm.18" "MGS.igc0720" -0.765161290322581 0.0472311130530633 "Matsuda" "Unknown sp." "Negative" "MGS.igc0720:Unknown sp."
"Matsuda.lm.19" "MGS.igc0721" 0.212903225806452 0.0444198441134598 "Matsuda" "Clostridia sp." "Positive" "MGS.igc0721:Clostridia sp."
"Matsuda.lm.20" "MGS.igc0735" -0.553548387096774 0.00620142837834991 "Matsuda" "Bacteria sp." "Negative" "MGS.igc0735:Bacteria sp."
"Matsuda.lm.21" "MGS.igc0794" -0.445161290322581 0.0432690912781607 "Matsuda" "Clostridiales sp." "Negative" "MGS.igc0794:Clostridiales sp."
"Matsuda.lm.22" "MGS.igc0814" -0.0993548387096774 0.0309291274107854 "Matsuda" "Clostridiales sp." "Negative" "MGS.igc0814:Clostridiales sp."
"Matsuda.lm.23" "MGS.igc0877" -0.775483870967742 0.0493737987676003 "Matsuda" "Firmicutes sp." "Negative" "MGS.igc0877:Firmicutes sp."
"Matsuda.lm.24" "MGS.igc0963" -0.176774193548387 0.0736549328363737 "Matsuda" "Clostridiales sp." "Negative" "MGS.igc0963:Clostridiales sp."
"Matsuda.lm.25" "MGS.igc1023" 0.530322580645161 0.0171625505080759 "Matsuda" "Clostridiales sp." "Positive" "MGS.igc1023:Clostridiales sp."
"Matsuda.lm.26" "MGS.igc1039" -0.76 0.0736549328363737 "Matsuda" "Unknown sp." "Negative" "MGS.igc1039:Unknown sp."
"Matsuda.lm.27" "MGS.igc1052" -0.669677419354839 0.0219305303812853 "Matsuda" "Firmicutes sp." "Negative" "MGS.igc1052:Firmicutes sp."
"Matsuda.lm.28" "MGS.igc1071" -0.790967741935484 0.022307045109268 "Matsuda" "Clostridiales sp." "Negative" "MGS.igc1071:Clostridiales sp."
"Matsuda.lm.29" "MGS.igc1083" -0.411612903225806 0.029994037939101 "Matsuda" "Unknown sp." "Negative" "MGS.igc1083:Unknown sp."
"Matsuda.lm.30" "MGS.igc1084" -0.496774193548387 0.059983306391424 "Matsuda" "Unknown sp." "Negative" "MGS.igc1084:Unknown sp."
"Matsuda.lm.31" "MGS.igc1177" -0.290322580645161 0.022307045109268 "Matsuda" "Bifidobacterium catenulatum" "Negative" "MGS.igc1177:Bifidobacterium catenulatum"
"Matsuda.lm.32" "MGS.igc1179" -0.354838709677419 0.073973489294094 "Matsuda" "Bacteria sp." "Negative" "MGS.igc1179:Bacteria sp."
"Matsuda.lm.33" "MGS.igc1217" -0.52258064516129 0.0171625505080759 "Matsuda" "Clostridia sp." "Negative" "MGS.igc1217:Clostridia sp."
"Matsuda.lm.34" "MGS.igc1270" -0.710967741935484 0.012779496543541 "Matsuda" "Unknown sp." "Negative" "MGS.igc1270:Unknown sp."
"Matsuda.lm.35" "MGS.igc1317" -0.628387096774194 0.059983306391424 "Matsuda" "Firmicutes sp." "Negative" "MGS.igc1317:Firmicutes sp."
"liver.iron.lm.1" "MGS.igc0362" -0.76258064516129 0.055025012894018 "liver.iron" "[Bacteroides] pectinophilus" "Negative" "MGS.igc0362:[Bacteroides] pectinophilus"
"liver.iron.lm.2" "MGS.igc1188" -0.685161290322581 0.000193245232891672 "liver.iron" "Bacteroides plebeius" "Negative" "MGS.igc1188:Bacteroides plebeius"
"TAAT.lm.1" "MGS.igc0009" -0.563870967741935 0.0757688181229332 "TAAT" "Haemophilus sp." "Negative" "MGS.igc0009:Haemophilus sp."
"TAAT.lm.2" "MGS.igc0055" -0.0245161290322581 0.00547083066835577 "TAAT" "Clostridiales sp." "Negative" "MGS.igc0055:Clostridiales sp."
"TAAT.lm.3" "MGS.igc0125" -0.251612903225806 0.0824535330885326 "TAAT" "Firmicutes sp." "Negative" "MGS.igc0125:Firmicutes sp."
"TAAT.lm.4" "MGS.igc0128" 0.752258064516129 0.0426984288545256 "TAAT" "Lachnospiraceae sp." "Positive" "MGS.igc0128:Lachnospiraceae sp."
"TAAT.lm.5" "MGS.igc0228" 0.971612903225806 0.0530546306585495 "TAAT" "Blautia massiliensis" "Positive" "MGS.igc0228:Blautia massiliensis"
"TAAT.lm.6" "MGS.igc0542" 0.504516129032258 0.0335048485729824 "TAAT" "Clostridiales sp." "Positive" "MGS.igc0542:Clostridiales sp."
"TAAT.lm.7" "MGS.igc0617" 0.891612903225806 0.0859682823956653 "TAAT" "Bifidobacterium adolescentis" "Positive" "MGS.igc0617:Bifidobacterium adolescentis"
"TAAT.lm.8" "MGS.igc0624" 0.339354838709677 0.0426984288545256 "TAAT" "Clostridiales sp." "Positive" "MGS.igc0624:Clostridiales sp."
"TAAT.lm.9" "MGS.igc0679" -0.12 0.00547083066835577 "TAAT" "Bacteria sp." "Negative" "MGS.igc0679:Bacteria sp."
"TAAT.lm.10" "MGS.igc0705" -0.326451612903226 0.0843026053646068 "TAAT" "Clostridiales sp." "Negative" "MGS.igc0705:Clostridiales sp."
"TAAT.lm.11" "MGS.igc0806" 0.654193548387097 0.0426984288545256 "TAAT" "Lachnospiraceae sp." "Positive" "MGS.igc0806:Lachnospiraceae sp."
"TAAT.lm.12" "MGS.igc0814" -0.0993548387096774 0.0693940035047126 "TAAT" "Clostridiales sp." "Negative" "MGS.igc0814:Clostridiales sp."
"TAAT.lm.13" "MGS.igc0984" -0.744516129032258 0.0933714776505378 "TAAT" "Firmicutes sp." "Negative" "MGS.igc0984:Firmicutes sp."
"TAAT.lm.14" "MGS.igc0995" -0.716129032258065 0.0642361702822982 "TAAT" "Oscillospiraceae sp." "Negative" "MGS.igc0995:Oscillospiraceae sp."
"TAAT.lm.15" "MGS.igc1023" 0.530322580645161 0.0695749945360992 "TAAT" "Clostridiales sp." "Positive" "MGS.igc1023:Clostridiales sp."
"TAAT.lm.16" "MGS.igc1052" -0.669677419354839 0.0695749945360992 "TAAT" "Firmicutes sp." "Negative" "MGS.igc1052:Firmicutes sp."
"TAAT.lm.17" "MGS.igc1084" -0.496774193548387 0.0695749945360992 "TAAT" "Unknown sp." "Negative" "MGS.igc1084:Unknown sp."
"TAAT.lm.18" "MGS.igc1098" -0.76258064516129 0.0719625700334077 "TAAT" "Clostridia sp." "Negative" "MGS.igc1098:Clostridia sp."
"TAAT.lm.19" "MGS.igc1179" -0.354838709677419 0.0451524920897498 "TAAT" "Bacteria sp." "Negative" "MGS.igc1179:Bacteria sp."
"TAAT.lm.20" "MGS.igc1193" 0.380645161290323 0.0426984288545256 "TAAT" "Clostridiales sp." "Positive" "MGS.igc1193:Clostridiales sp."
"TAAT.lm.21" "MGS.igc1216" -0.661935483870968 0.0511902854601264 "TAAT" "Clostridia sp." "Negative" "MGS.igc1216:Clostridia sp."
"TAAT.lm.22" "MGS.igc1265" 0.963870967741935 0.0188771600103532 "TAAT" "Collinsella aerofaciens" "Positive" "MGS.igc1265:Collinsella aerofaciens"
"TAAT.lm.23" "MGS.igc1340" -0.747096774193548 0.0426984288545256 "TAAT" "Oscillospiraceae sp." "Negative" "MGS.igc1340:Oscillospiraceae sp."
"TAAT.lm.24" "MGS.igc1358" 0.171612903225806 0.0426984288545256 "TAAT" "Clostridia sp." "Positive" "MGS.igc1358:Clostridia sp."
"panc.iron.lm.1" "MGS.igc0059" -0.695483870967742 0.0718293331794902 "panc.iron" "[Clostridium] clostridioforme" "Negative" "MGS.igc0059:[Clostridium] clostridioforme"
"panc.iron.lm.2" "MGS.igc0156" 0.987096774193548 0.0184615492069681 "panc.iron" "[Eubacterium] hallii" "Positive" "MGS.igc0156:[Eubacterium] hallii"
"panc.iron.lm.3" "MGS.igc0172" 0.0812903225806452 0.0183310248985355 "panc.iron" "Intestinimonas butyriciproducens" "Positive" "MGS.igc0172:Intestinimonas butyriciproducens"
"panc.iron.lm.4" "MGS.igc0183" -0.378064516129032 0.00700503434456868 "panc.iron" "Merdimonas faecis" "Negative" "MGS.igc0183:Merdimonas faecis"
"panc.iron.lm.5" "MGS.igc0195" 0.212903225806452 0.0632435429606395 "panc.iron" "Paraprevotella clara" "Positive" "MGS.igc0195:Paraprevotella clara"
"panc.iron.lm.6" "MGS.igc0204" 0.824516129032258 0.0780661750941332 "panc.iron" "Oscillibacter sp. KLE 1745" "Positive" "MGS.igc0204:Oscillibacter sp. KLE 1745"
"panc.iron.lm.7" "MGS.igc0220" -0.236129032258065 0.00182284811325286 "panc.iron" "[Clostridium] glycyrrhizinilyticum" "Negative" "MGS.igc0220:[Clostridium] glycyrrhizinilyticum"
"panc.iron.lm.8" "MGS.igc0242" 0.705806451612903 0.000553781786535278 "panc.iron" "[Ruminococcus] torques" "Positive" "MGS.igc0242:[Ruminococcus] torques"
"panc.iron.lm.9" "MGS.igc0252" 0.876129032258064 0.0582732311001385 "panc.iron" "Roseburia hominis" "Positive" "MGS.igc0252:Roseburia hominis"
"panc.iron.lm.10" "MGS.igc0257" 0.504516129032258 0.0528388636279615 "panc.iron" "Clostridiales sp." "Positive" "MGS.igc0257:Clostridiales sp."
"panc.iron.lm.11" "MGS.igc0264" -0.215483870967742 0.077923483997607 "panc.iron" "Anaerotruncus colihominis" "Negative" "MGS.igc0264:Anaerotruncus colihominis"
"panc.iron.lm.12" "MGS.igc0288" 0.610322580645161 0.0528388636279615 "panc.iron" "Clostridiales sp." "Positive" "MGS.igc0288:Clostridiales sp."
"panc.iron.lm.13" "MGS.igc0292" -0.548387096774194 0.0546183350743146 "panc.iron" "Holdemania massiliensis" "Negative" "MGS.igc0292:Holdemania massiliensis"
"panc.iron.lm.14" "MGS.igc0332" -0.76258064516129 0.0493387498747561 "panc.iron" "Clostridia sp." "Negative" "MGS.igc0332:Clostridia sp."
"panc.iron.lm.15" "MGS.igc0380" -0.259354838709677 0.00182284811325286 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc0380:Clostridiales sp."
"panc.iron.lm.16" "MGS.igc0438" 0.569032258064516 0.0546183350743146 "panc.iron" "Holdemania filiformis" "Positive" "MGS.igc0438:Holdemania filiformis"
"panc.iron.lm.17" "MGS.igc0474" -0.132903225806452 0.0159639486051537 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc0474:Clostridiales sp."
"panc.iron.lm.18" "MGS.igc0482" -0.796129032258065 0.0183310248985355 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc0482:Clostridiales sp."
"panc.iron.lm.19" "MGS.igc0497" 0.0141935483870968 0.0582732311001385 "panc.iron" "Ruminococcus callidus" "Positive" "MGS.igc0497:Ruminococcus callidus"
"panc.iron.lm.20" "MGS.igc0561" 0.925161290322581 0.088545320949848 "panc.iron" "Ruminococcus bromii" "Positive" "MGS.igc0561:Ruminococcus bromii"
"panc.iron.lm.21" "MGS.igc0571" -0.574193548387097 0.0183310248985355 "panc.iron" "Clostridia sp." "Negative" "MGS.igc0571:Clostridia sp."
"panc.iron.lm.22" "MGS.igc0605" -0.393548387096774 0.0183310248985355 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc0605:Clostridiales sp."
"panc.iron.lm.23" "MGS.igc0617" 0.891612903225806 0.00745543420462103 "panc.iron" "Bifidobacterium adolescentis" "Positive" "MGS.igc0617:Bifidobacterium adolescentis"
"panc.iron.lm.24" "MGS.igc0678" 0.876129032258064 0.0571381960743825 "panc.iron" "Clostridiales sp." "Positive" "MGS.igc0678:Clostridiales sp."
"panc.iron.lm.25" "MGS.igc1018" -0.486451612903226 0.0183310248985355 "panc.iron" "[Clostridium] clostridioforme" "Negative" "MGS.igc1018:[Clostridium] clostridioforme"
"panc.iron.lm.26" "MGS.igc1098" -0.76258064516129 0.0375971929988796 "panc.iron" "Clostridia sp." "Negative" "MGS.igc1098:Clostridia sp."
"panc.iron.lm.27" "MGS.igc1110" -0.0503225806451613 0.0183310248985355 "panc.iron" "Eggerthellales sp." "Negative" "MGS.igc1110:Eggerthellales sp."
"panc.iron.lm.28" "MGS.igc1118" -0.796129032258065 0.0183310248985355 "panc.iron" "Clostridiaceae sp." "Negative" "MGS.igc1118:Clostridiaceae sp."
"panc.iron.lm.29" "MGS.igc1334" -0.540645161290323 0.067390008877591 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc1334:Clostridiales sp."
"panc.iron.lm.30" "MGS.igc1399" -0.127741935483871 0.0375971929988796 "panc.iron" "Veillonella parvula" "Negative" "MGS.igc1399:Veillonella parvula"
"panc.iron.lm.31" "MGS.igc1423" 0.0296774193548387 0.0571381960743825 "panc.iron" "Lachnospiraceae sp." "Positive" "MGS.igc1423:Lachnospiraceae sp."
"panc.iron.lm.32" "MGS.igc1438" -0.287741935483871 0.00745543420462103 "panc.iron" "Lachnospiraceae sp." "Negative" "MGS.igc1438:Lachnospiraceae sp."
"panc.iron.lm.33" "MGS.igc1469" -0.780645161290323 0.0375971929988796 "panc.iron" "Clostridiales sp." "Negative" "MGS.igc1469:Clostridiales sp."
"panc.iron.lm.34" "MGS.igc1477" -0.744516129032258 0.0528388636279615 "panc.iron" "[Clostridium] clostridioforme" "Negative" "MGS.igc1477:[Clostridium] clostridioforme"
"ast.lm.1" "MGS.igc0195" 0.212903225806452 4.71412734745469e-20 "ast" "Paraprevotella clara" "Positive" "MGS.igc0195:Paraprevotella clara"
"ast.lm.2" "MGS.igc0206" -0.646451612903226 0.00297025047858262 "ast" "Prevotella sp. 109" "Negative" "MGS.igc0206:Prevotella sp. 109"
"ast.lm.3" "MGS.igc0316" -0.566451612903226 0.00138745382216249 "ast" "Acidaminococcus intestini" "Negative" "MGS.igc0316:Acidaminococcus intestini"
"ast.lm.4" "MGS.igc0524" -0.796129032258065 0.000129386135375604 "ast" "Bacteria sp." "Negative" "MGS.igc0524:Bacteria sp."
"ast.lm.5" "MGS.igc0532" -0.393548387096774 1.35013729058027e-05 "ast" "Unknown sp." "Negative" "MGS.igc0532:Unknown sp."
"ast.lm.6" "MGS.igc0647" -0.690322580645161 0.000904797642904006 "ast" "Unknown sp." "Negative" "MGS.igc0647:Unknown sp."
"ast.lm.7" "MGS.igc1085" -0.793548387096774 0.000563952359084686 "ast" "Clostridiales sp." "Negative" "MGS.igc1085:Clostridiales sp."
"ast.lm.8" "MGS.igc1303" -0.654193548387097 0.00540175834296758 "ast" "Catenibacterium mitsuokai" "Negative" "MGS.igc1303:Catenibacterium mitsuokai"
"activeGLP1.lm.1" "MGS.igc0011" -0.75741935483871 9.68707335730169e-09 "activeGLP1" "Klebsiella pneumoniae" "Negative" "MGS.igc0011:Klebsiella pneumoniae"
"activeGLP1.lm.2" "MGS.igc0140" -0.532903225806452 7.24959356693046e-05 "activeGLP1" "[Clostridium] symbiosum" "Negative" "MGS.igc0140:[Clostridium] symbiosum"
"activeGLP1.lm.3" "MGS.igc0328" 0.852903225806452 3.42178953348259e-05 "activeGLP1" "Ruminococcaceae sp." "Positive" "MGS.igc0328:Ruminococcaceae sp."
"activeGLP1.lm.4" "MGS.igc0329" 0.721290322580645 0.00788172116431798 "activeGLP1" "Clostridiales sp." "Positive" "MGS.igc0329:Clostridiales sp."
"activeGLP1.lm.5" "MGS.igc0445" 0.574193548387097 0.00156038240128561 "activeGLP1" "Ruminococcus lactaris" "Positive" "MGS.igc0445:Ruminococcus lactaris"
"activeGLP1.lm.6" "MGS.igc0719" 0.0296774193548387 1.67132615640167e-12 "activeGLP1" "Clostridiales sp." "Positive" "MGS.igc0719:Clostridiales sp."
"activeGLP1.lm.7" "MGS.igc0832" 0.855483870967742 0.0226665932246256 "activeGLP1" "Clostridiales sp." "Positive" "MGS.igc0832:Clostridiales sp."
"activeGLP1.lm.8" "MGS.igc1274" -0.450322580645161 4.44547835213076e-08 "activeGLP1" "Allisonella histaminiformans" "Negative" "MGS.igc1274:Allisonella histaminiformans"
"activeGLP1.lm.9" "MGS.igc1364" -0.261935483870968 0.000149842023054124 "activeGLP1" "Bacteroides plebeius" "Negative" "MGS.igc1364:Bacteroides plebeius"
"activeGLP1.lm.10" "MGS.igc1456" -0.543225806451613 3.42178953348259e-05 "activeGLP1" "[Clostridium] symbiosum" "Negative" "MGS.igc1456:[Clostridium] symbiosum"
"Gluc.Sensitivity.lm.1" "MGS.igc0217" -0.630967741935484 0.0270113455463577 "Gluc.Sensitivity" "Clostridia sp." "Negative" "MGS.igc0217:Clostridia sp."
"Gluc.Sensitivity.lm.2" "MGS.igc0252" 0.876129032258064 0.0515902412220662 "Gluc.Sensitivity" "Roseburia hominis" "Positive" "MGS.igc0252:Roseburia hominis"
"Gluc.Sensitivity.lm.3" "MGS.igc0463" 0.819354838709677 0.00220266508673006 "Gluc.Sensitivity" "Clostridia sp." "Positive" "MGS.igc0463:Clostridia sp."
"Gluc.Sensitivity.lm.4" "MGS.igc0472" -0.130322580645161 0.0915006450438511 "Gluc.Sensitivity" "Bifidobacterium bifidum" "Negative" "MGS.igc0472:Bifidobacterium bifidum"
"Gluc.Sensitivity.lm.5" "MGS.igc0514" -0.68258064516129 0.000853667057844979 "Gluc.Sensitivity" "Clostridiales sp." "Negative" "MGS.igc0514:Clostridiales sp."
"Gluc.Sensitivity.lm.6" "MGS.igc0561" 0.925161290322581 0.0281875099251667 "Gluc.Sensitivity" "Ruminococcus bromii" "Positive" "MGS.igc0561:Ruminococcus bromii"
"Gluc.Sensitivity.lm.7" "MGS.igc0779" 0.868387096774194 0.0515902412220662 "Gluc.Sensitivity" "Blautia sp." "Positive" "MGS.igc0779:Blautia sp."
"Gluc.Sensitivity.lm.8" "MGS.igc0789" -0.736774193548387 0.0630731512266818 "Gluc.Sensitivity" "Prevotella sp." "Negative" "MGS.igc0789:Prevotella sp."
"Gluc.Sensitivity.lm.9" "MGS.igc1191" -0.0141935483870968 0.00119415371943646 "Gluc.Sensitivity" "Bacteria sp." "Negative" "MGS.igc1191:Bacteria sp."
"Gluc.Sensitivity.lm.10" "MGS.igc1482" -0.713548387096774 0.0270113455463577 "Gluc.Sensitivity" "Atopobium sp." "Negative" "MGS.igc1482:Atopobium sp."
"pancreasfat.lm.1" "MGS.igc0014" -0.285161290322581 0.0344973060097256 "pancreasfat" "Streptococcus sp." "Negative" "MGS.igc0014:Streptococcus sp."
"pancreasfat.lm.2" "MGS.igc0142" 0.994838709677419 0.0610879264139869 "pancreasfat" "Blautia obeum" "Positive" "MGS.igc0142:Blautia obeum"
"pancreasfat.lm.3" "MGS.igc0156" 0.987096774193548 0.0527127443273004 "pancreasfat" "[Eubacterium] hallii" "Positive" "MGS.igc0156:[Eubacterium] hallii"
"pancreasfat.lm.4" "MGS.igc0169" -0.638709677419355 0.0944523072492703 "pancreasfat" "Butyricimonas sp." "Negative" "MGS.igc0169:Butyricimonas sp."
"pancreasfat.lm.5" "MGS.igc0183" -0.378064516129032 0.0344973060097256 "pancreasfat" "Merdimonas faecis" "Negative" "MGS.igc0183:Merdimonas faecis"
"pancreasfat.lm.6" "MGS.igc0242" 0.705806451612903 0.0410493638009967 "pancreasfat" "[Ruminococcus] torques" "Positive" "MGS.igc0242:[Ruminococcus] torques"
"pancreasfat.lm.7" "MGS.igc0353" 0.904516129032258 0.0188628967738264 "pancreasfat" "Clostridiales sp." "Positive" "MGS.igc0353:Clostridiales sp."
"pancreasfat.lm.8" "MGS.igc0380" -0.259354838709677 0.0188628967738264 "pancreasfat" "Clostridiales sp." "Negative" "MGS.igc0380:Clostridiales sp."
"pancreasfat.lm.9" "MGS.igc0529" -0.370322580645161 0.074963684631203 "pancreasfat" "Clostridiales sp." "Negative" "MGS.igc0529:Clostridiales sp."
"pancreasfat.lm.10" "MGS.igc0559" 0.00645161290322581 0.0410493638009967 "pancreasfat" "Clostridia sp." "Positive" "MGS.igc0559:Clostridia sp."
"pancreasfat.lm.11" "MGS.igc0605" -0.393548387096774 0.0527127443273004 "pancreasfat" "Clostridiales sp." "Negative" "MGS.igc0605:Clostridiales sp."
"pancreasfat.lm.12" "MGS.igc0617" 0.891612903225806 0.00127021337048459 "pancreasfat" "Bifidobacterium adolescentis" "Positive" "MGS.igc0617:Bifidobacterium adolescentis"
"pancreasfat.lm.13" "MGS.igc0658" -0.35741935483871 0.0800891559383968 "pancreasfat" "Clostridia sp." "Negative" "MGS.igc0658:Clostridia sp."
"pancreasfat.lm.14" "MGS.igc0682" -0.514838709677419 0.0188628967738264 "pancreasfat" "Firmicutes sp." "Negative" "MGS.igc0682:Firmicutes sp."
"pancreasfat.lm.15" "MGS.igc0806" 0.654193548387097 0.0800891559383968 "pancreasfat" "Lachnospiraceae sp." "Positive" "MGS.igc0806:Lachnospiraceae sp."
"pancreasfat.lm.16" "MGS.igc0810" -0.775483870967742 0.057447904238769 "pancreasfat" "Clostridia sp." "Negative" "MGS.igc0810:Clostridia sp."
"pancreasfat.lm.17" "MGS.igc1110" -0.0503225806451613 0.0344973060097256 "pancreasfat" "Eggerthellales sp." "Negative" "MGS.igc1110:Eggerthellales sp."
"pancreasfat.lm.18" "MGS.igc1330" 0.811612903225806 0.0793598061477624 "pancreasfat" "Adlercreutzia equolifaciens" "Positive" "MGS.igc1330:Adlercreutzia equolifaciens"
"pancreasfat.lm.19" "MGS.igc1438" -0.287741935483871 0.0800891559383968 "pancreasfat" "Lachnospiraceae sp." "Negative" "MGS.igc1438:Lachnospiraceae sp."
